sentimen;tweet
2;beeipeh yusuf_mansur kerjaa biar dapet uang buat bayar utang doa doang kagak usaha doamu
2;yusuf mansur absen sidang kasus tabung tanah di pengadilan negeri tangerang dan menang atas gugatan mantan jemaahnya
2;yusuf_mansur tinggal dmn skrg ustadz ngajinya kok di twitter doank ketemu umat lsg dong tadz biar afdol
2;beeipeh yusuf_mansur pengen ketawa tapi takut lapar lagi
2;rt democrazymedia ustadz yusuf mansur jabat komisaris utama di perusahaan batu bara investor dia bohong terus 
2;rt democrazymedia deretan investasi yusuf mansur yang berujung gugatan batu bara hingga properti
2;ustadz yusuf mansur ditantang mubahalah ini tuntutan lengkap korban investasi batu bara jabal nur
2;yusuf_mansur ini saham real gimana ya pak nyangkut dalem nih
2;rumahnya digeruduk puluhan orang tagih uang investasi ustadz yusuf mansur justru berada di luar negeri
2;rt theeagle_ben democrazymedia lu ustad apa kang tipu cup yusuf_mansur 
2;rt oposisicerdas ustaz yusuf mansur jabati komisaris utama di perusahaan batu bara massa dia bohong terus
2;democrazymedia lu ustad apa kang tipu cup yusuf_mansur 
2;rt lagibeteajj tagih janji puluhan orang geruduk rumah yusuf_mansur bukan all miliar yang ucup embaatt https
2;rt omlaedo yusuf mansur malah miringkan badan kekiri menjaga wibawa sesama ustadz abal makanya hutangnya sampai sekarang nggak lunas
2;detikcom giliran susah jadi kadrun giliran senang jadi cebong lu kenapa gak kabur ke china jam'an yusuf_mansur
2;rt yogaa_h yusuf_mansur di amalin juga surr jangan cuman share kali aja korban investasi bodongnya lupa
2;rt findormeme saya butuh duit satu triliun pak yusuf mansur wearing peci cap and sunglasses marah marah angry slapping hitting the table
2;rt ghaussada_ii sakti bener pak cuplis ini lolos di pengadilan apa dia pake jurus sedekah juga ya masih ada yg mau ikutan pengajian
2;yusuf_mansur cup uang balikin dong ngustadz mata duitan
2;mazzini_gsp voidotid bukan mau ikut campur tapi ini pak yusuf mansur selalu aja buat hal-hal yang bikin geleng-geleng kepala hedeh
2;ibu-ibu ini muncul menagih utang ustaz yusuf mansur dari tahun
2;soroti yusuf mansur dikepung massa korban investasi umar hasibuan beri komentar tajam
2;rt zarazettirazr kan tidak semua orang yang punya kaitan dengan ym secara fisik berani menghadapinya premannya aja banyak tadi di sana
2;rt arfzulfikar mazzini_gsp voidotid duit mana duit lagi dan lagi yusuf mansur begini people want their money back 
2;yusuf mansur malah miringkan badan kekiri menjaga wibawa sesama ustadz abal makanya hutangnya sampai sekarang nggak lunas
2;rizaldjohan jannotama yusuf_mansur fungsinya jangan berharap pada manusia
2;yunalexy alibi mulu kayak yusuf mansur
2;sakti bener pak cuplis ini lolos di pengadilan apa dia pake jurus sedekah juga ya masih ada yg mau ikutan pengajian sama ustadz ini belok_dong mrsrachelin penyuka_ombak cityblessing bobbyind
2;kasihan uangnya hilang senang kau sur alasan hakim tolak gugatan kasus tabung tanah pada ustaz yusuf mansur
2;mahasiswigenz teganya teganya teganya kau yusuf mansur
2;beneran lele dumbo nie org aman krna bagian dr rezim bhkan nti yg nagih yg jd tsk
2;dari sekian banyak pemberitaan ustad yusuf_mansur alhamdulillah belum pernah ada judul ustad kadrun penipu ustad radikal nipu begini kelakuan ustad kadrun dan sejenisnya
2;ini namanya kabur dengan gaya ya ucupp kiyowoo yusuf_mansur
2;dicari banyak orang ustadz yusuf mansur malah pengumuman mau ke mesir netizen mau kabur tadz banyak yg nyariin tuh tadz yusuf_mansur
2;dimana yusuf mansur saat rumahnya digeruduk massa
2;dicari banyak orang ustadz yusuf mansur malah pengumuman mau ke mesir netizen mau kabur tadz 
2;faniiylyn jadi begitu masuk ke indo yang emang ketertarikan masyarakat terhadap magismenya kuat yasudah jadi nggak heran jugak sih kalo orang kayak yusuf mansur laku di indo dengan segala unsur kemagisan dan ke'fatalistis'annya baca surah al-waqiah nanti rejekinya banyak dll
2;bakcre sunramadhansjah jannotama yusuf_mansur sedekah larinya ke ucup ya sama aja ngemis
2;alisyarief sebaiknya yusuf mansur menanggalkan predikat ustadz didepan namanya karena predikat ustadz adalah sungguh berat pertanggungjawabannya diakherat kelak
2;bakcre bawokberkibar jannotama yusuf_mansur yg nggeruduk rumahnya itu korban investasi batu bara murni bisnis investasi bukan sedekah ngab
2;yusuf_mansur jangan kabur cup
2;rt yaniarsim ustaznya jokowi yusuf_mansur miliar diembat
2;kasusnya si yusuf mansur bukan kasus yang remeh temeh sih menurutku beneran korbannya dia nggak cuma orang-orang yang dia tipu lewat duit tapi jugak mindset
2;mazzini_gsp voidotid yusuf_mansur dicariin tuh
2;pulang pak pulang yusuf_mansur udah banyak yg nanti tu selesaikan masalah baik baik segera bayarkan hak hak manusia sebelum ajal menjemput ntar di akhirat susah nasehat sesama muslim
2;yusuf_mansur mohon pencerahan kpada smua sdaraku gimna carax agr ustad tai nie gk masuk lagi ke beranda kita najis aq liat mukax muka tai gk pnya malu baik aq liat bangkai dri pda liat dia
2;ustaz yusuf mansur diduga terlibat penipuan jemaah puluhan miliar ketua rt tak percaya dia orang baik
